PATIENT_SEEN_END_DATE,GEOGRAPHY,ORG_CODE,PARENTCODE1,PARENTCODE2,AGE,MEASURE,VALUE
30-Apr-18,NHS,UnA,,,6,CHILD_PSEEN,1941
30-Apr-18,NHS,UnA,,,6,CHILD_POPULATION,.
30-Apr-18,NHS,UnA,,,7,CHILD_PSEEN,1970
30-Apr-18,NHS,UnA,,,7,CHILD_POPULATION,.
30-Apr-18,NHS,UnA,,,8,CHILD_PSEEN,1998
30-Apr-18,NHS,UnA,,,8,CHILD_POPULATION,.
30-Apr-18,NHS,UnA,,,9,CHILD_PSEEN,1909
30-Apr-18,NHS,UnA,,,9,CHILD_POPULATION,.
30-Apr-18,NHS,02N,Q72,Y54,0,CHILD_PSEEN,74
30-Apr-18,NHS,02N,Q72,Y54,0,CHILD_POPULATION,1792
30-Apr-18,NHS,02N,Q72,Y54,1,CHILD_PSEEN,464
30-Apr-18,NHS,02N,Q72,Y54,1,CHILD_POPULATION,1822
30-Apr-18,NHS,02N,Q72,Y54,10,CHILD_PSEEN,1420
30-Apr-18,NHS,02N,Q72,Y54,10,CHILD_POPULATION,1970
30-Apr-18,NHS,02N,Q72,Y54,11,CHILD_PSEEN,1388
30-Apr-18,NHS,02N,Q72,Y54,11,CHILD_POPULATION,1893
30-Apr-18,NHS,02N,Q72,Y54,12,CHILD_PSEEN,1315
30-Apr-18,NHS,02N,Q72,Y54,12,CHILD_POPULATION,1821
30-Apr-18,NHS,02N,Q72,Y54,13,CHILD_PSEEN,1359
30-Apr-18,NHS,02N,Q72,Y54,13,CHILD_POPULATION,1929
30-Apr-18,NHS,02N,Q72,Y54,14,CHILD_PSEEN,1332
30-Apr-18,NHS,02N,Q72,Y54,14,CHILD_POPULATION,1831
30-Apr-18,NHS,02N,Q72,Y54,15,CHILD_PSEEN,1261
30-Apr-18,NHS,02N,Q72,Y54,15,CHILD_POPULATION,1899
30-Apr-18,NHS,02N,Q72,Y54,16,CHILD_PSEEN,1240
30-Apr-18,NHS,02N,Q72,Y54,16,CHILD_POPULATION,1879
30-Apr-18,NHS,02N,Q72,Y54,17,CHILD_PSEEN,1163
30-Apr-18,NHS,02N,Q72,Y54,17,CHILD_POPULATION,1983
30-Apr-18,NHS,02N,Q72,Y54,2,CHILD_PSEEN,842
30-Apr-18,NHS,02N,Q72,Y54,2,CHILD_POPULATION,1841
30-Apr-18,NHS,02N,Q72,Y54,3,CHILD_PSEEN,1006
30-Apr-18,NHS,02N,Q72,Y54,3,CHILD_POPULATION,1920
30-Apr-18,NHS,02N,Q72,Y54,4,CHILD_PSEEN,1154
30-Apr-18,NHS,02N,Q72,Y54,4,CHILD_POPULATION,1971
30-Apr-18,NHS,02N,Q72,Y54,5,CHILD_PSEEN,1249
30-Apr-18,NHS,02N,Q72,Y54,5,CHILD_POPULATION,1935
30-Apr-18,NHS,02N,Q72,Y54,6,CHILD_PSEEN,1370
30-Apr-18,NHS,02N,Q72,Y54,6,CHILD_POPULATION,2028
30-Apr-18,NHS,02N,Q72,Y54,7,CHILD_PSEEN,1362
30-Apr-18,NHS,02N,Q72,Y54,7,CHILD_POPULATION,1979
30-Apr-18,NHS,02N,Q72,Y54,8,CHILD_PSEEN,1377
30-Apr-18,NHS,02N,Q72,Y54,8,CHILD_POPULATION,2060
30-Apr-18,NHS,02N,Q72,Y54,9,CHILD_PSEEN,1441
30-Apr-18,NHS,02N,Q72,Y54,9,CHILD_POPULATION,1963
30-Apr-18,NHS,02P,Q72,Y54,0,CHILD_PSEEN,127
30-Apr-18,NHS,02P,Q72,Y54,0,CHILD_POPULATION,2783
30-Apr-18,NHS,02P,Q72,Y54,1,CHILD_PSEEN,1007
30-Apr-18,NHS,02P,Q72,Y54,1,CHILD_POPULATION,2881
30-Apr-18,NHS,02P,Q72,Y54,10,CHILD_PSEEN,2250
30-Apr-18,NHS,02P,Q72,Y54,10,CHILD_POPULATION,2804
30-Apr-18,NHS,02P,Q72,Y54,11,CHILD_PSEEN,2110
30-Apr-18,NHS,02P,Q72,Y54,11,CHILD_POPULATION,2671
30-Apr-18,NHS,02P,Q72,Y54,12,CHILD_PSEEN,2037
30-Apr-18,NHS,02P,Q72,Y54,12,CHILD_POPULATION,2595
30-Apr-18,NHS,02P,Q72,Y54,13,CHILD_PSEEN,1943
30-Apr-18,NHS,02P,Q72,Y54,13,CHILD_POPULATION,2490
30-Apr-18,NHS,02P,Q72,Y54,14,CHILD_PSEEN,1870
30-Apr-18,NHS,02P,Q72,Y54,14,CHILD_POPULATION,2468
30-Apr-18,NHS,02P,Q72,Y54,15,CHILD_PSEEN,1762
30-Apr-18,NHS,02P,Q72,Y54,15,CHILD_POPULATION,2479
30-Apr-18,NHS,02P,Q72,Y54,16,CHILD_PSEEN,1622
30-Apr-18,NHS,02P,Q72,Y54,16,CHILD_POPULATION,2577
30-Apr-18,NHS,02P,Q72,Y54,17,CHILD_PSEEN,1507
30-Apr-18,NHS,02P,Q72,Y54,17,CHILD_POPULATION,2775
30-Apr-18,NHS,02P,Q72,Y54,2,CHILD_PSEEN,1531
30-Apr-18,NHS,02P,Q72,Y54,2,CHILD_POPULATION,2792
30-Apr-18,NHS,02P,Q72,Y54,3,CHILD_PSEEN,1848
30-Apr-18,NHS,02P,Q72,Y54,3,CHILD_POPULATION,3036
30-Apr-18,NHS,02P,Q72,Y54,4,CHILD_PSEEN,1954
30-Apr-18,NHS,02P,Q72,Y54,4,CHILD_POPULATION,3106
30-Apr-18,NHS,02P,Q72,Y54,5,CHILD_PSEEN,2227
30-Apr-18,NHS,02P,Q72,Y54,5,CHILD_POPULATION,3004
30-Apr-18,NHS,02P,Q72,Y54,6,CHILD_PSEEN,2337
30-Apr-18,NHS,02P,Q72,Y54,6,CHILD_POPULATION,2907
30-Apr-18,NHS,02P,Q72,Y54,7,CHILD_PSEEN,2284
30-Apr-18,NHS,02P,Q72,Y54,7,CHILD_POPULATION,2804
30-Apr-18,NHS,02P,Q72,Y54,8,CHILD_PSEEN,2321
30-Apr-18,NHS,02P,Q72,Y54,8,CHILD_POPULATION,2887
30-Apr-18,NHS,02P,Q72,Y54,9,CHILD_PSEEN,2171
30-Apr-18,NHS,02P,Q72,Y54,9,CHILD_POPULATION,2809
30-Apr-18,NHS,02Q,Q72,Y54,0,CHILD_PSEEN,50
30-Apr-18,NHS,02Q,Q72,Y54,0,CHILD_POPULATION,1259
30-Apr-18,NHS,02Q,Q72,Y54,1,CHILD_PSEEN,413
30-Apr-18,NHS,02Q,Q72,Y54,1,CHILD_POPULATION,1239
30-Apr-18,NHS,02Q,Q72,Y54,10,CHILD_PSEEN,892
30-Apr-18,NHS,02Q,Q72,Y54,10,CHILD_POPULATION,1235
30-Apr-18,NHS,02Q,Q72,Y54,11,CHILD_PSEEN,842
30-Apr-18,NHS,02Q,Q72,Y54,11,CHILD_POPULATION,1200
30-Apr-18,NHS,02Q,Q72,Y54,12,CHILD_PSEEN,871
30-Apr-18,NHS,02Q,Q72,Y54,12,CHILD_POPULATION,1244
30-Apr-18,NHS,02Q,Q72,Y54,13,CHILD_PSEEN,818
30-Apr-18,NHS,02Q,Q72,Y54,13,CHILD_POPULATION,1191
30-Apr-18,NHS,02Q,Q72,Y54,14,CHILD_PSEEN,779
30-Apr-18,NHS,02Q,Q72,Y54,14,CHILD_POPULATION,1184
30-Apr-18,NHS,02Q,Q72,Y54,15,CHILD_PSEEN,779
30-Apr-18,NHS,02Q,Q72,Y54,15,CHILD_POPULATION,1204
30-Apr-18,NHS,02Q,Q72,Y54,16,CHILD_PSEEN,755
30-Apr-18,NHS,02Q,Q72,Y54,16,CHILD_POPULATION,1321
30-Apr-18,NHS,02Q,Q72,Y54,17,CHILD_PSEEN,686
30-Apr-18,NHS,02Q,Q72,Y54,17,CHILD_POPULATION,1436
30-Apr-18,NHS,02Q,Q72,Y54,2,CHILD_PSEEN,633
30-Apr-18,NHS,02Q,Q72,Y54,2,CHILD_POPULATION,1226
30-Apr-18,NHS,02Q,Q72,Y54,3,CHILD_PSEEN,735
30-Apr-18,NHS,02Q,Q72,Y54,3,CHILD_POPULATION,1256
30-Apr-18,NHS,02Q,Q72,Y54,4,CHILD_PSEEN,697
30-Apr-18,NHS,02Q,Q72,Y54,4,CHILD_POPULATION,1402
30-Apr-18,NHS,02Q,Q72,Y54,5,CHILD_PSEEN,819
30-Apr-18,NHS,02Q,Q72,Y54,5,CHILD_POPULATION,1348
30-Apr-18,NHS,02Q,Q72,Y54,6,CHILD_PSEEN,902
30-Apr-18,NHS,02Q,Q72,Y54,6,CHILD_POPULATION,1284
30-Apr-18,NHS,02Q,Q72,Y54,7,CHILD_PSEEN,973
30-Apr-18,NHS,02Q,Q72,Y54,7,CHILD_POPULATION,1268
30-Apr-18,NHS,02Q,Q72,Y54,8,CHILD_PSEEN,889
30-Apr-18,NHS,02Q,Q72,Y54,8,CHILD_POPULATION,1295
30-Apr-18,NHS,02Q,Q72,Y54,9,CHILD_PSEEN,862
30-Apr-18,NHS,02Q,Q72,Y54,9,CHILD_POPULATION,1252
30-Apr-18,NHS,02R,Q72,Y54,0,CHILD_PSEEN,143
30-Apr-18,NHS,02R,Q72,Y54,0,CHILD_POPULATION,5137
30-Apr-18,NHS,02R,Q72,Y54,1,CHILD_PSEEN,1126
30-Apr-18,NHS,02R,Q72,Y54,1,CHILD_POPULATION,5130
30-Apr-18,NHS,02R,Q72,Y54,10,CHILD_PSEEN,3093
30-Apr-18,NHS,02R,Q72,Y54,10,CHILD_POPULATION,5163
30-Apr-18,NHS,02R,Q72,Y54,11,CHILD_PSEEN,3054
30-Apr-18,NHS,02R,Q72,Y54,11,CHILD_POPULATION,4852
30-Apr-18,NHS,02R,Q72,Y54,12,CHILD_PSEEN,2984
30-Apr-18,NHS,02R,Q72,Y54,12,CHILD_POPULATION,4681
30-Apr-18,NHS,02R,Q72,Y54,13,CHILD_PSEEN,2892
30-Apr-18,NHS,02R,Q72,Y54,13,CHILD_POPULATION,4713
30-Apr-18,NHS,02R,Q72,Y54,14,CHILD_PSEEN,2872
30-Apr-18,NHS,02R,Q72,Y54,14,CHILD_POPULATION,4578
30-Apr-18,NHS,02R,Q72,Y54,15,CHILD_PSEEN,2755
30-Apr-18,NHS,02R,Q72,Y54,15,CHILD_POPULATION,4562
30-Apr-18,NHS,02R,Q72,Y54,16,CHILD_PSEEN,2544
30-Apr-18,NHS,02R,Q72,Y54,16,CHILD_POPULATION,4653
30-Apr-18,NHS,02R,Q72,Y54,17,CHILD_PSEEN,2415
30-Apr-18,NHS,02R,Q72,Y54,17,CHILD_POPULATION,4684
30-Apr-18,NHS,02R,Q72,Y54,2,CHILD_PSEEN,1949
30-Apr-18,NHS,02R,Q72,Y54,2,CHILD_POPULATION,5153
30-Apr-18,NHS,02R,Q72,Y54,3,CHILD_PSEEN,2296
30-Apr-18,NHS,02R,Q72,Y54,3,CHILD_POPULATION,5151
30-Apr-18,NHS,02R,Q72,Y54,4,CHILD_PSEEN,2514
30-Apr-18,NHS,02R,Q72,Y54,4,CHILD_POPULATION,5449
30-Apr-18,NHS,02R,Q72,Y54,5,CHILD_PSEEN,2684
30-Apr-18,NHS,02R,Q72,Y54,5,CHILD_POPULATION,5099
30-Apr-18,NHS,02R,Q72,Y54,6,CHILD_PSEEN,2945
30-Apr-18,NHS,02R,Q72,Y54,6,CHILD_POPULATION,5238
30-Apr-18,NHS,02R,Q72,Y54,7,CHILD_PSEEN,2976
30-Apr-18,NHS,02R,Q72,Y54,7,CHILD_POPULATION,5192
30-Apr-18,NHS,02R,Q72,Y54,8,CHILD_PSEEN,3133
30-Apr-18,NHS,02R,Q72,Y54,8,CHILD_POPULATION,5187
30-Apr-18,NHS,02R,Q72,Y54,9,CHILD_PSEEN,3122
30-Apr-18,NHS,02R,Q72,Y54,9,CHILD_POPULATION,5027
30-Apr-18,NHS,02T,Q72,Y54,0,CHILD_PSEEN,126
30-Apr-18,NHS,02T,Q72,Y54,0,CHILD_POPULATION,2448
30-Apr-18,NHS,02T,Q72,Y54,1,CHILD_PSEEN,899
30-Apr-18,NHS,02T,Q72,Y54,1,CHILD_POPULATION,2607
30-Apr-18,NHS,02T,Q72,Y54,10,CHILD_PSEEN,1943
30-Apr-18,NHS,02T,Q72,Y54,10,CHILD_POPULATION,2574
30-Apr-18,NHS,02T,Q72,Y54,11,CHILD_PSEEN,1946
30-Apr-18,NHS,02T,Q72,Y54,11,CHILD_POPULATION,2520
30-Apr-18,NHS,02T,Q72,Y54,12,CHILD_PSEEN,1849
30-Apr-18,NHS,02T,Q72,Y54,12,CHILD_POPULATION,2482
30-Apr-18,NHS,02T,Q72,Y54,13,CHILD_PSEEN,1852
30-Apr-18,NHS,02T,Q72,Y54,13,CHILD_POPULATION,2326
30-Apr-18,NHS,02T,Q72,Y54,14,CHILD_PSEEN,1730
30-Apr-18,NHS,02T,Q72,Y54,14,CHILD_POPULATION,2322
30-Apr-18,NHS,02T,Q72,Y54,15,CHILD_PSEEN,1635
30-Apr-18,NHS,02T,Q72,Y54,15,CHILD_POPULATION,2378
30-Apr-18,NHS,02T,Q72,Y54,16,CHILD_PSEEN,1552
30-Apr-18,NHS,02T,Q72,Y54,16,CHILD_POPULATION,2581
30-Apr-18,NHS,02T,Q72,Y54,17,CHILD_PSEEN,1427
30-Apr-18,NHS,02T,Q72,Y54,17,CHILD_POPULATION,2593
30-Apr-18,NHS,02T,Q72,Y54,2,CHILD_PSEEN,1314
30-Apr-18,NHS,02T,Q72,Y54,2,CHILD_POPULATION,2573
30-Apr-18,NHS,02T,Q72,Y54,3,CHILD_PSEEN,1573
30-Apr-18,NHS,02T,Q72,Y54,3,CHILD_POPULATION,2710
30-Apr-18,NHS,02T,Q72,Y54,4,CHILD_PSEEN,1614
30-Apr-18,NHS,02T,Q72,Y54,4,CHILD_POPULATION,2764
30-Apr-18,NHS,02T,Q72,Y54,5,CHILD_PSEEN,1883
30-Apr-18,NHS,02T,Q72,Y54,5,CHILD_POPULATION,2697
30-Apr-18,NHS,02T,Q72,Y54,6,CHILD_PSEEN,1946
30-Apr-18,NHS,02T,Q72,Y54,6,CHILD_POPULATION,2749
30-Apr-18,NHS,02T,Q72,Y54,7,CHILD_PSEEN,2017
30-Apr-18,NHS,02T,Q72,Y54,7,CHILD_POPULATION,2609
30-Apr-18,NHS,02T,Q72,Y54,8,CHILD_PSEEN,1992
30-Apr-18,NHS,02T,Q72,Y54,8,CHILD_POPULATION,2658
30-Apr-18,NHS,02T,Q72,Y54,9,CHILD_PSEEN,2020
30-Apr-18,NHS,02T,Q72,Y54,9,CHILD_POPULATION,2592
30-Apr-18,NHS,02W,Q72,Y54,0,CHILD_PSEEN,89
30-Apr-18,NHS,02W,Q72,Y54,0,CHILD_POPULATION,1526
30-Apr-18,NHS,02W,Q72,Y54,1,CHILD_PSEEN,550
30-Apr-18,NHS,02W,Q72,Y54,1,CHILD_POPULATION,1621
30-Apr-18,NHS,02W,Q72,Y54,10,CHILD_PSEEN,1633
30-Apr-18,NHS,02W,Q72,Y54,10,CHILD_POPULATION,1478
30-Apr-18,NHS,02W,Q72,Y54,11,CHILD_PSEEN,1553
30-Apr-18,NHS,02W,Q72,Y54,11,CHILD_POPULATION,1326
30-Apr-18,NHS,02W,Q72,Y54,12,CHILD_PSEEN,1563
30-Apr-18,NHS,02W,Q72,Y54,12,CHILD_POPULATION,1310
30-Apr-18,NHS,02W,Q72,Y54,13,CHILD_PSEEN,1413
30-Apr-18,NHS,02W,Q72,Y54,13,CHILD_POPULATION,1333
30-Apr-18,NHS,02W,Q72,Y54,14,CHILD_PSEEN,1300
30-Apr-18,NHS,02W,Q72,Y54,14,CHILD_POPULATION,1273
30-Apr-18,NHS,02W,Q72,Y54,15,CHILD_PSEEN,1352
30-Apr-18,NHS,02W,Q72,Y54,15,CHILD_POPULATION,1321
30-Apr-18,NHS,02W,Q72,Y54,16,CHILD_PSEEN,1241
30-Apr-18,NHS,02W,Q72,Y54,16,CHILD_POPULATION,1327
30-Apr-18,NHS,02W,Q72,Y54,17,CHILD_PSEEN,1020
30-Apr-18,NHS,02W,Q72,Y54,17,CHILD_POPULATION,1383
30-Apr-18,NHS,02W,Q72,Y54,2,CHILD_PSEEN,928
30-Apr-18,NHS,02W,Q72,Y54,2,CHILD_POPULATION,1620
30-Apr-18,NHS,02W,Q72,Y54,3,CHILD_PSEEN,1201
30-Apr-18,NHS,02W,Q72,Y54,3,CHILD_POPULATION,1580
30-Apr-18,NHS,02W,Q72,Y54,4,CHILD_PSEEN,1407
30-Apr-18,NHS,02W,Q72,Y54,4,CHILD_POPULATION,1585
30-Apr-18,NHS,02W,Q72,Y54,5,CHILD_PSEEN,1483
30-Apr-18,NHS,02W,Q72,Y54,5,CHILD_POPULATION,1573
30-Apr-18,NHS,02W,Q72,Y54,6,CHILD_PSEEN,1592
30-Apr-18,NHS,02W,Q72,Y54,6,CHILD_POPULATION,1539
30-Apr-18,NHS,02W,Q72,Y54,7,CHILD_PSEEN,1772
30-Apr-18,NHS,02W,Q72,Y54,7,CHILD_POPULATION,1546
30-Apr-18,NHS,02W,Q72,Y54,8,CHILD_PSEEN,1709
30-Apr-18,NHS,02W,Q72,Y54,8,CHILD_POPULATION,1555
30-Apr-18,NHS,02W,Q72,Y54,9,CHILD_PSEEN,1721
30-Apr-18,NHS,02W,Q72,Y54,9,CHILD_POPULATION,1494
30-Apr-18,NHS,02X,Q72,Y54,0,CHILD_PSEEN,231
30-Apr-18,NHS,02X,Q72,Y54,0,CHILD_POPULATION,3581
30-Apr-18,NHS,02X,Q72,Y54,1,CHILD_PSEEN,1271
30-Apr-18,NHS,02X,Q72,Y54,1,CHILD_POPULATION,3642
30-Apr-18,NHS,02X,Q72,Y54,10,CHILD_PSEEN,3024
30-Apr-18,NHS,02X,Q72,Y54,10,CHILD_POPULATION,3680
30-Apr-18,NHS,02X,Q72,Y54,11,CHILD_PSEEN,2799
30-Apr-18,NHS,02X,Q72,Y54,11,CHILD_POPULATION,3587
30-Apr-18,NHS,02X,Q72,Y54,12,CHILD_PSEEN,2748
30-Apr-18,NHS,02X,Q72,Y54,12,CHILD_POPULATION,3416
30-Apr-18,NHS,02X,Q72,Y54,13,CHILD_PSEEN,2657
30-Apr-18,NHS,02X,Q72,Y54,13,CHILD_POPULATION,3266
30-Apr-18,NHS,02X,Q72,Y54,14,CHILD_PSEEN,2674
30-Apr-18,NHS,02X,Q72,Y54,14,CHILD_POPULATION,3247
30-Apr-18,NHS,02X,Q72,Y54,15,CHILD_PSEEN,2497
30-Apr-18,NHS,02X,Q72,Y54,15,CHILD_POPULATION,3278
30-Apr-18,NHS,02X,Q72,Y54,16,CHILD_PSEEN,2457
30-Apr-18,NHS,02X,Q72,Y54,16,CHILD_POPULATION,3313
30-Apr-18,NHS,02X,Q72,Y54,17,CHILD_PSEEN,2253
30-Apr-18,NHS,02X,Q72,Y54,17,CHILD_POPULATION,3551
30-Apr-18,NHS,02X,Q72,Y54,2,CHILD_PSEEN,1806
30-Apr-18,NHS,02X,Q72,Y54,2,CHILD_POPULATION,3714
30-Apr-18,NHS,02X,Q72,Y54,3,CHILD_PSEEN,2182
30-Apr-18,NHS,02X,Q72,Y54,3,CHILD_POPULATION,3836
30-Apr-18,NHS,02X,Q72,Y54,4,CHILD_PSEEN,2410
30-Apr-18,NHS,02X,Q72,Y54,4,CHILD_POPULATION,3851
30-Apr-18,NHS,02X,Q72,Y54,5,CHILD_PSEEN,2744
30-Apr-18,NHS,02X,Q72,Y54,5,CHILD_POPULATION,3922
30-Apr-18,NHS,02X,Q72,Y54,6,CHILD_PSEEN,2870
30-Apr-18,NHS,02X,Q72,Y54,6,CHILD_POPULATION,3857
30-Apr-18,NHS,02X,Q72,Y54,7,CHILD_PSEEN,2956
30-Apr-18,NHS,02X,Q72,Y54,7,CHILD_POPULATION,4042
30-Apr-18,NHS,02X,Q72,Y54,8,CHILD_PSEEN,2969
30-Apr-18,NHS,02X,Q72,Y54,8,CHILD_POPULATION,3980
30-Apr-18,NHS,02X,Q72,Y54,9,CHILD_PSEEN,2957
30-Apr-18,NHS,02X,Q72,Y54,9,CHILD_POPULATION,3698
30-Apr-18,NHS,02Y,Q72,Y54,0,CHILD_PSEEN,104
30-Apr-18,NHS,02Y,Q72,Y54,0,CHILD_POPULATION,2734
30-Apr-18,NHS,02Y,Q72,Y54,1,CHILD_PSEEN,749
30-Apr-18,NHS,02Y,Q72,Y54,1,CHILD_POPULATION,2903
30-Apr-18,NHS,02Y,Q72,Y54,10,CHILD_PSEEN,2306
30-Apr-18,NHS,02Y,Q72,Y54,10,CHILD_POPULATION,3287
30-Apr-18,NHS,02Y,Q72,Y54,11,CHILD_PSEEN,2235
30-Apr-18,NHS,02Y,Q72,Y54,11,CHILD_POPULATION,3321
30-Apr-18,NHS,02Y,Q72,Y54,12,CHILD_PSEEN,2230
30-Apr-18,NHS,02Y,Q72,Y54,12,CHILD_POPULATION,3321
30-Apr-18,NHS,02Y,Q72,Y54,13,CHILD_PSEEN,2209
30-Apr-18,NHS,02Y,Q72,Y54,13,CHILD_POPULATION,3209
30-Apr-18,NHS,02Y,Q72,Y54,14,CHILD_PSEEN,2174
30-Apr-18,NHS,02Y,Q72,Y54,14,CHILD_POPULATION,3258
30-Apr-18,NHS,02Y,Q72,Y54,15,CHILD_PSEEN,2042
30-Apr-18,NHS,02Y,Q72,Y54,15,CHILD_POPULATION,3401
30-Apr-18,NHS,02Y,Q72,Y54,16,CHILD_PSEEN,1966
30-Apr-18,NHS,02Y,Q72,Y54,16,CHILD_POPULATION,3425
30-Apr-18,NHS,02Y,Q72,Y54,17,CHILD_PSEEN,1837
30-Apr-18,NHS,02Y,Q72,Y54,17,CHILD_POPULATION,3615
30-Apr-18,NHS,02Y,Q72,Y54,2,CHILD_PSEEN,1381
30-Apr-18,NHS,02Y,Q72,Y54,2,CHILD_POPULATION,2997
30-Apr-18,NHS,02Y,Q72,Y54,3,CHILD_PSEEN,1688
30-Apr-18,NHS,02Y,Q72,Y54,3,CHILD_POPULATION,3057
30-Apr-18,NHS,02Y,Q72,Y54,4,CHILD_PSEEN,1822
30-Apr-18,NHS,02Y,Q72,Y54,4,CHILD_POPULATION,3374
30-Apr-18,NHS,02Y,Q72,Y54,5,CHILD_PSEEN,2043
30-Apr-18,NHS,02Y,Q72,Y54,5,CHILD_POPULATION,3347
30-Apr-18,NHS,02Y,Q72,Y54,6,CHILD_PSEEN,2242
30-Apr-18,NHS,02Y,Q72,Y54,6,CHILD_POPULATION,3298
30-Apr-18,NHS,02Y,Q72,Y54,7,CHILD_PSEEN,2220
30-Apr-18,NHS,02Y,Q72,Y54,7,CHILD_POPULATION,3310
30-Apr-18,NHS,02Y,Q72,Y54,8,CHILD_PSEEN,2256
30-Apr-18,NHS,02Y,Q72,Y54,8,CHILD_POPULATION,3504
30-Apr-18,NHS,02Y,Q72,Y54,9,CHILD_PSEEN,2274
30-Apr-18,NHS,02Y,Q72,Y54,9,CHILD_POPULATION,3409
30-Apr-18,NHS,03A,Q72,Y54,0,CHILD_PSEEN,212
30-Apr-18,NHS,03A,Q72,Y54,0,CHILD_POPULATION,2986
30-Apr-18,NHS,03A,Q72,Y54,1,CHILD_PSEEN,1046
30-Apr-18,NHS,03A,Q72,Y54,1,CHILD_POPULATION,2967
30-Apr-18,NHS,03A,Q72,Y54,10,CHILD_PSEEN,2403
30-Apr-18,NHS,03A,Q72,Y54,10,CHILD_POPULATION,2944
30-Apr-18,NHS,03A,Q72,Y54,11,CHILD_PSEEN,2365
30-Apr-18,NHS,03A,Q72,Y54,11,CHILD_POPULATION,2829
30-Apr-18,NHS,03A,Q72,Y54,12,CHILD_PSEEN,2284
30-Apr-18,NHS,03A,Q72,Y54,12,CHILD_POPULATION,2777
30-Apr-18,NHS,03A,Q72,Y54,13,CHILD_PSEEN,2253
30-Apr-18,NHS,03A,Q72,Y54,13,CHILD_POPULATION,2734
30-Apr-18,NHS,03A,Q72,Y54,14,CHILD_PSEEN,2196
30-Apr-18,NHS,03A,Q72,Y54,14,CHILD_POPULATION,2703
30-Apr-18,NHS,03A,Q72,Y54,15,CHILD_PSEEN,2055
30-Apr-18,NHS,03A,Q72,Y54,15,CHILD_POPULATION,2657
30-Apr-18,NHS,03A,Q72,Y54,16,CHILD_PSEEN,2035
30-Apr-18,NHS,03A,Q72,Y54,16,CHILD_POPULATION,2627
30-Apr-18,NHS,03A,Q72,Y54,17,CHILD_PSEEN,1839
30-Apr-18,NHS,03A,Q72,Y54,17,CHILD_POPULATION,2903
30-Apr-18,NHS,03A,Q72,Y54,2,CHILD_PSEEN,1547
30-Apr-18,NHS,03A,Q72,Y54,2,CHILD_POPULATION,2926
30-Apr-18,NHS,03A,Q72,Y54,3,CHILD_PSEEN,1767
30-Apr-18,NHS,03A,Q72,Y54,3,CHILD_POPULATION,2976
30-Apr-18,NHS,03A,Q72,Y54,4,CHILD_PSEEN,1970
30-Apr-18,NHS,03A,Q72,Y54,4,CHILD_POPULATION,3130
30-Apr-18,NHS,03A,Q72,Y54,5,CHILD_PSEEN,2120
30-Apr-18,NHS,03A,Q72,Y54,5,CHILD_POPULATION,3133
30-Apr-18,NHS,03A,Q72,Y54,6,CHILD_PSEEN,2267
30-Apr-18,NHS,03A,Q72,Y54,6,CHILD_POPULATION,2992
30-Apr-18,NHS,03A,Q72,Y54,7,CHILD_PSEEN,2413
30-Apr-18,NHS,03A,Q72,Y54,7,CHILD_POPULATION,3054
30-Apr-18,NHS,03A,Q72,Y54,8,CHILD_PSEEN,2312
30-Apr-18,NHS,03A,Q72,Y54,8,CHILD_POPULATION,3018
30-Apr-18,NHS,03A,Q72,Y54,9,CHILD_PSEEN,2336
